Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time
36, 2, 0, 8,46, 2, 10000
36, 2, 0, 14,52, 2, 10000
34, 2, 0, 10,46, 2, 10000
36, 2, 0, 9,47, 2, 10000
40, 2, 0, 3,45, 2, 10000
26, 2, 0, 4,32, 2, 10000
36, 2, 0, 5,43, 2, 10000
36, 2, 0, 9,47, 2, 10000
32, 2, 0, 8,42, 2, 10000
21, 2, 0, 10,33, 2, 10000
30, 2, 0, 11,43, 2, 10000
33, 2, 0, 12,47, 2, 10000
29, 2, 0, 4,35, 2, 10000
25, 2, 0, 12,39, 2, 10000
31, 2, 0, 8,41, 2, 10000
31, 2, 0, 15,48, 2, 10000
34, 2, 0, 11,47, 2, 10000
25, 2, 0, 11,38, 2, 10000
36, 2, 0, 10,48, 2, 10000
26, 2, 0, 12,40, 2, 10000
30, 2, 0, 8,40, 2, 10000
36, 2, 0, 8,46, 2, 10000
31, 2, 0, 14,47, 2, 10000
38, 2, 0, 12,52, 2, 10000
38, 2, 0, 15,55, 2, 10000
39, 2, 0, 13,54, 2, 10000
27, 2, 0, 8,37, 2, 10000
25, 2, 0, 8,35, 2, 10000
35, 2, 0, 12,49, 2, 10000
30, 2, 0, 6,38, 2, 10000
30, 2, 0, 11,43, 2, 10000
31, 2, 0, 7,40, 2, 10000
28, 2, 0, 10,40, 2, 10000
31, 2, 0, 14,47, 2, 10000
24, 2, 0, 4,30, 2, 10000
28, 2, 0, 8,38, 2, 10000
34, 2, 0, 7,43, 2, 10000
31, 2, 0, 10,43, 2, 10000
32, 2, 0, 10,44, 2, 10000
34, 2, 0, 9,45, 2, 10000
41, 2, 0, 14,57, 2, 10000
32, 2, 0, 8,42, 2, 10000
35, 2, 0, 8,45, 2, 10000
36, 2, 0, 15,53, 2, 10000
35, 2, 0, 6,43, 2, 10000
27, 2, 0, 7,36, 2, 10000
30, 2, 0, 8,40, 2, 10000
31, 2, 0, 6,39, 2, 10000
22, 2, 0, 9,33, 2, 10000
34, 2, 0, 11,47, 2, 10000
22, 2, 0, 8,32, 2, 10000
34, 2, 0, 8,44, 2, 10000
37, 2, 0, 10,49, 2, 10000
33, 2, 0, 11,46, 2, 10000
30, 2, 0, 6,38, 2, 10000
21, 2, 0, 14,37, 2, 10000
28, 2, 0, 6,36, 2, 10000
29, 2, 0, 11,42, 2, 10000
28, 2, 0, 6,36, 2, 10000
30, 2, 0, 8,40, 2, 10000
30, 2, 0, 8,40, 2, 10000
33, 2, 0, 5,40, 2, 10000
26, 2, 0, 9,37, 2, 10000
27, 2, 0, 9,38, 2, 10000
29, 2, 0, 6,37, 2, 10000
30, 2, 0, 10,42, 2, 10000
19, 2, 0, 9,30, 2, 10000
30, 2, 0, 11,43, 2, 10000
30, 2, 0, 10,42, 2, 10000
48, 2, 0, 7,57, 2, 10000
36, 2, 0, 5,43, 2, 10000
28, 2, 0, 12,42, 2, 10000
31, 2, 0, 9,42, 2, 10000
34, 2, 0, 6,42, 2, 10000
21, 2, 0, 6,29, 2, 10000
36, 2, 0, 10,48, 2, 10000
32, 2, 0, 10,44, 2, 10000
31, 2, 0, 11,44, 2, 10000
21, 2, 0, 9,32, 2, 10000
30, 2, 0, 13,45, 2, 10000
37, 2, 0, 12,51, 2, 10000
32, 2, 0, 4,38, 2, 10000
36, 2, 0, 3,41, 2, 10000
22, 2, 0, 8,32, 2, 10000
30, 2, 0, 6,38, 2, 10000
32, 2, 0, 9,43, 2, 10000
17, 2, 0, 8,27, 2, 10000
28, 2, 0, 10,40, 2, 10000
28, 2, 0, 8,38, 2, 10000
27, 2, 0, 6,35, 2, 10000
31, 2, 0, 6,39, 2, 10000
30, 2, 0, 12,44, 2, 10000
30, 2, 0, 9,41, 2, 10000
27, 2, 0, 8,37, 2, 10000
38, 2, 0, 9,49, 2, 10000
21, 2, 0, 5,28, 2, 10000
26, 2, 0, 14,42, 2, 10000
32, 2, 0, 7,41, 2, 10000
22, 2, 0, 8,32, 2, 10000
24, 2, 0, 7,33, 2, 10000
27, 2, 0, 12,41, 2, 10000
28, 2, 0, 12,42, 2, 10000
32, 2, 0, 9,43, 2, 10000
46, 2, 0, 6,54, 2, 10000
31, 2, 0, 8,41, 2, 10000
31, 2, 0, 5,38, 2, 10000
26, 2, 0, 6,34, 2, 10000
35, 2, 0, 11,48, 2, 10000
29, 2, 0, 11,42, 2, 10000
23, 2, 0, 12,37, 2, 10000
26, 2, 0, 8,36, 2, 10000
36, 2, 0, 7,45, 2, 10000
33, 2, 0, 13,48, 2, 10000
26, 2, 0, 11,39, 2, 10000
36, 2, 0, 13,51, 2, 10000
24, 2, 0, 9,35, 2, 10000
30, 2, 0, 10,42, 2, 10000
39, 2, 0, 5,46, 2, 10000
24, 2, 0, 6,32, 2, 10000
42, 2, 0, 6,50, 2, 10000
32, 2, 0, 4,38, 2, 10000
22, 2, 0, 6,30, 2, 10000
31, 2, 0, 6,39, 2, 10000
31, 2, 0, 5,38, 2, 10000
35, 2, 0, 7,44, 2, 10000
29, 2, 0, 11,42, 2, 10000
32, 2, 0, 10,44, 2, 10000
22, 2, 0, 8,32, 2, 10000
27, 2, 0, 11,40, 2, 10000
31, 2, 0, 7,40, 2, 10000
36, 2, 0, 6,44, 2, 10000
31, 2, 0, 9,42, 2, 10000
23, 2, 0, 11,36, 2, 10000
36, 2, 0, 7,45, 2, 10000
27, 2, 0, 11,40, 2, 10000
29, 2, 0, 7,38, 2, 10000
35, 2, 0, 7,44, 2, 10000
30, 2, 0, 7,39, 2, 10000
38, 2, 0, 10,50, 2, 10000
38, 2, 0, 12,52, 2, 10000
27, 2, 0, 11,40, 2, 10000
44, 2, 0, 10,56, 2, 10000
27, 2, 0, 9,38, 2, 10000
27, 2, 0, 7,36, 2, 10000
29, 2, 0, 11,42, 2, 10000
31, 2, 0, 6,39, 2, 10000
26, 2, 0, 5,33, 2, 10000
22, 2, 0, 10,34, 2, 10000
22, 2, 0, 10,34, 2, 10000
39, 2, 0, 7,48, 2, 10000
26, 2, 0, 10,38, 2, 10000
30, 2, 0, 12,44, 2, 10000
27, 2, 0, 10,39, 2, 10000
37, 2, 0, 7,46, 2, 10000
32, 2, 0, 6,40, 2, 10000
34, 2, 0, 7,43, 2, 10000
28, 2, 0, 5,35, 2, 10000
24, 2, 0, 10,36, 2, 10000
29, 2, 0, 12,43, 2, 10000
35, 2, 0, 8,45, 2, 10000
27, 2, 0, 13,42, 2, 10000
38, 2, 0, 3,43, 2, 10000
22, 2, 0, 10,34, 2, 10000
26, 2, 0, 10,38, 2, 10000
28, 2, 0, 9,39, 2, 10000
41, 2, 0, 8,51, 2, 10000
27, 2, 0, 12,41, 2, 10000
26, 2, 0, 13,41, 2, 10000
37, 2, 0, 10,49, 2, 10000
30, 2, 0, 9,41, 2, 10000
27, 2, 0, 7,36, 2, 10000
27, 2, 0, 10,39, 2, 10000
28, 2, 0, 4,34, 2, 10000
41, 2, 0, 10,53, 2, 10000
42, 2, 0, 14,58, 2, 10000
23, 2, 0, 8,33, 2, 10000
28, 2, 0, 10,40, 2, 10000
35, 2, 0, 9,46, 2, 10000
25, 2, 0, 14,41, 2, 10000
25, 2, 0, 8,35, 2, 10000
22, 2, 0, 3,27, 2, 10000
33, 2, 0, 12,47, 2, 10000
22, 2, 0, 12,36, 2, 10000
21, 2, 0, 12,35, 2, 10000
30, 2, 0, 12,44, 2, 10000
27, 2, 0, 10,39, 2, 10000
30, 2, 0, 4,36, 2, 10000
31, 2, 0, 7,40, 2, 10000
27, 2, 0, 10,39, 2, 10000
24, 2, 0, 7,33, 2, 10000
29, 2, 0, 2,33, 2, 10000
28, 2, 0, 7,37, 2, 10000
32, 2, 0, 9,43, 2, 10000
32, 2, 0, 7,41, 2, 10000
19, 2, 0, 4,25, 2, 10000
33, 2, 0, 9,44, 2, 10000
33, 2, 0, 12,47, 2, 10000
27, 2, 0, 8,37, 2, 10000
14, 2, 0, 6,22, 2, 10000
28, 2, 0, 11,41, 2, 10000
27, 2, 0, 6,35, 2, 10000
41, 2, 0, 3,46, 2, 10000
26, 2, 0, 13,41, 2, 10000
34, 2, 0, 8,44, 2, 10000
35, 2, 0, 14,51, 2, 10000
21, 2, 0, 3,26, 2, 10000
17, 2, 0, 7,26, 2, 10000
27, 2, 0, 9,38, 2, 10000
28, 2, 0, 10,40, 2, 10000
28, 2, 0, 11,41, 2, 10000
19, 2, 0, 12,33, 2, 10000
33, 2, 0, 9,44, 2, 10000
32, 2, 0, 10,44, 2, 10000
27, 2, 0, 11,40, 2, 10000
25, 2, 0, 6,33, 2, 10000
32, 2, 0, 11,45, 2, 10000
23, 2, 0, 5,30, 2, 10000
27, 2, 0, 10,39, 2, 10000
32, 2, 0, 6,40, 2, 10000
24, 2, 0, 8,34, 2, 10000
27, 2, 0, 5,34, 2, 10000
25, 2, 0, 7,34, 2, 10000
20, 2, 0, 9,31, 2, 10000
35, 2, 0, 5,42, 2, 10000
23, 2, 0, 5,30, 2, 10000
29, 2, 0, 9,40, 2, 10000
23, 2, 0, 4,29, 2, 10000
26, 2, 0, 9,37, 2, 10000
38, 2, 0, 8,48, 2, 10000
35, 2, 0, 6,43, 2, 10000
28, 2, 0, 10,40, 2, 10000
31, 2, 0, 14,47, 2, 10000
20, 2, 0, 9,31, 2, 10000
33, 2, 0, 5,40, 2, 10000
34, 2, 0, 9,45, 2, 10000
26, 2, 0, 7,35, 2, 10000
26, 2, 0, 6,34, 2, 10000
18, 2, 0, 8,28, 2, 10000
30, 2, 0, 12,44, 2, 10000
24, 2, 0, 10,36, 2, 10000
37, 2, 0, 10,49, 2, 10000
26, 2, 0, 9,37, 2, 10000
24, 2, 0, 12,38, 2, 10000
36, 2, 0, 9,47, 2, 10000
38, 2, 0, 9,49, 2, 10000
21, 2, 0, 13,36, 2, 10000
36, 2, 0, 12,50, 2, 10000
26, 2, 0, 7,35, 2, 10000
32, 2, 0, 11,45, 2, 10000
37, 2, 0, 10,49, 2, 10000
27, 2, 0, 8,37, 2, 10000
32, 2, 0, 11,45, 2, 10000
32, 2, 0, 9,43, 2, 10000
35, 2, 0, 3,40, 2, 10000
31, 2, 0, 6,39, 2, 10000
25, 2, 0, 7,34, 2, 10000
30, 2, 0, 9,41, 2, 10000
32, 2, 0, 8,42, 2, 10000
40, 2, 0, 10,52, 2, 10000
38, 2, 0, 10,50, 2, 10000
33, 2, 0, 8,43, 2, 10000
30, 2, 0, 12,44, 2, 10000
24, 2, 0, 8,34, 2, 10000
27, 2, 0, 5,34, 2, 10000
30, 2, 0, 3,35, 2, 10000
24, 2, 0, 6,32, 2, 10000
20, 2, 0, 8,30, 2, 10000
27, 2, 0, 6,35, 2, 10000
30, 2, 0, 11,43, 2, 10000
34, 2, 0, 9,45, 2, 10000
27, 2, 0, 9,38, 2, 10000
31, 2, 0, 6,39, 2, 10000
28, 2, 0, 6,36, 2, 10000
20, 2, 0, 9,31, 2, 10000
30, 2, 0, 11,43, 2, 10000
37, 2, 0, 12,51, 2, 10000
25, 2, 0, 9,36, 2, 10000
24, 2, 0, 10,36, 2, 10000
29, 2, 0, 10,41, 2, 10000
18, 2, 0, 3,23, 2, 10000
28, 2, 0, 13,43, 2, 10000
25, 2, 0, 11,38, 2, 10000
22, 2, 0, 12,36, 2, 10000
24, 2, 0, 5,31, 2, 10000
31, 2, 0, 11,44, 2, 10000
28, 2, 0, 9,39, 2, 10000
28, 2, 0, 13,43, 2, 10000
25, 2, 0, 11,38, 2, 10000
31, 2, 0, 8,41, 2, 10000
33, 2, 0, 15,50, 2, 10000
30, 2, 0, 7,39, 2, 10000
23, 2, 0, 7,32, 2, 10000
32, 2, 0, 3,37, 2, 10000
22, 2, 0, 10,34, 2, 10000
18, 2, 0, 9,29, 2, 10000
33, 2, 0, 8,43, 2, 10000
26, 2, 0, 8,36, 2, 10000
26, 2, 0, 7,35, 2, 10000
29, 2, 0, 11,42, 2, 10000
20, 2, 0, 7,29, 2, 10000
20, 2, 0, 10,32, 2, 10000
20, 2, 0, 7,29, 2, 10000
28, 2, 0, 9,39, 2, 10000
28, 2, 0, 3,33, 2, 10000
35, 2, 0, 6,43, 2, 10000
33, 2, 0, 15,50, 2, 10000
28, 2, 0, 7,37, 2, 10000
26, 2, 0, 11,39, 2, 10000
33, 2, 0, 11,46, 2, 10000
26, 2, 0, 7,35, 2, 10000
25, 2, 0, 9,36, 2, 10000
32, 2, 0, 8,42, 2, 10000
35, 2, 0, 7,44, 2, 10000
37, 2, 0, 7,46, 2, 10000
22, 2, 0, 5,29, 2, 10000
42, 2, 0, 6,50, 2, 10000
30, 2, 0, 9,41, 2, 10000
28, 2, 0, 5,35, 2, 10000
34, 2, 0, 10,46, 2, 10000
30, 2, 0, 7,39, 2, 10000
22, 2, 0, 5,29, 2, 10000
29, 2, 0, 6,37, 2, 10000
22, 2, 0, 9,33, 2, 10000
28, 2, 0, 12,42, 2, 10000
22, 2, 0, 8,32, 2, 10000
38, 2, 0, 12,52, 2, 10000
32, 2, 0, 8,42, 2, 10000
29, 2, 0, 6,37, 2, 10000
36, 2, 0, 7,45, 2, 10000
24, 2, 0, 23,49, 2, 10000
30, 2, 0, 10,42, 2, 10000
35, 2, 0, 9,46, 2, 10000
28, 2, 0, 8,38, 2, 10000
30, 2, 0, 9,41, 2, 10000
20, 2, 0, 5,27, 2, 10000
21, 2, 0, 9,32, 2, 10000
23, 2, 0, 11,36, 2, 10000
23, 2, 0, 10,35, 2, 10000
25, 2, 0, 7,34, 2, 10000
24, 2, 0, 5,31, 2, 10000
36, 2, 0, 6,44, 2, 10000
21, 2, 0, 10,33, 2, 10000
36, 2, 0, 7,45, 2, 10000
27, 2, 0, 8,37, 2, 10000
28, 2, 0, 3,33, 2, 10000
29, 2, 0, 9,40, 2, 10000
24, 2, 0, 11,37, 2, 10000
23, 2, 0, 8,33, 2, 10000
29, 2, 0, 14,45, 2, 10000
28, 2, 0, 9,39, 2, 10000
36, 2, 0, 9,47, 2, 10000
19, 2, 0, 13,34, 2, 10000
25, 2, 0, 8,35, 2, 10000
23, 2, 0, 4,29, 2, 10000
33, 2, 0, 7,42, 2, 10000
27, 2, 0, 10,39, 2, 10000
22, 2, 0, 6,30, 2, 10000
18, 2, 0, 10,30, 2, 10000
35, 2, 0, 10,47, 2, 10000
36, 2, 0, 11,49, 2, 10000
24, 2, 0, 9,35, 2, 10000
24, 2, 0, 14,40, 2, 10000
23, 2, 0, 6,31, 2, 10000
26, 2, 0, 6,34, 2, 10000
28, 2, 0, 7,37, 2, 10000
27, 2, 0, 12,41, 2, 10000
25, 2, 0, 5,32, 2, 10000
22, 2, 0, 10,34, 2, 10000
26, 2, 0, 13,41, 2, 10000
20, 2, 0, 10,32, 2, 10000
31, 2, 0, 7,40, 2, 10000
26, 2, 0, 6,34, 2, 10000
31, 2, 0, 2,35, 2, 10000
27, 2, 0, 10,39, 2, 10000
34, 2, 0, 15,51, 2, 10000
27, 2, 0, 10,39, 2, 10000
31, 2, 0, 10,43, 2, 10000
29, 2, 0, 6,37, 2, 10000
22, 2, 0, 5,29, 2, 10000
37, 2, 0, 10,49, 2, 10000
22, 2, 0, 6,30, 2, 10000
31, 2, 0, 6,39, 2, 10000
25, 2, 0, 9,36, 2, 10000
22, 2, 0, 12,36, 2, 10000
27, 2, 0, 10,39, 2, 10000
20, 2, 0, 5,27, 2, 10000
36, 2, 0, 7,45, 2, 10000
26, 2, 0, 14,42, 2, 10000
23, 2, 0, 4,29, 2, 10000
23, 2, 0, 4,29, 2, 10000
23, 2, 0, 17,42, 2, 10000
26, 2, 0, 14,42, 2, 10000
19, 2, 0, 8,29, 2, 10000
26, 2, 0, 7,35, 2, 10000
26, 2, 0, 12,40, 2, 10000
26, 2, 0, 5,33, 2, 10000
33, 2, 0, 5,40, 2, 10000
26, 2, 0, 7,35, 2, 10000
25, 2, 0, 6,33, 2, 10000
29, 2, 0, 11,42, 2, 10000
27, 2, 0, 11,40, 2, 10000
27, 2, 0, 6,35, 2, 10000
28, 2, 0, 8,38, 2, 10000
28, 2, 0, 15,45, 2, 10000
35, 2, 0, 1,38, 2, 10000
22, 2, 0, 7,31, 2, 10000
23, 2, 0, 4,29, 2, 10000
6, 2, 0, 8,16, 2, 10000
20, 2, 0, 8,30, 2, 10000
23, 2, 0, 7,32, 2, 10000
18, 2, 0, 10,30, 2, 10000
20, 2, 0, 7,29, 2, 10000
30, 2, 0, 10,42, 2, 10000
32, 2, 0, 7,41, 2, 10000
32, 2, 0, 7,41, 2, 10000
26, 2, 0, 7,35, 2, 10000
28, 2, 0, 8,38, 2, 10000
26, 2, 0, 7,35, 2, 10000
20, 2, 0, 8,30, 2, 10000
29, 2, 0, 6,37, 2, 10000
37, 2, 0, 8,47, 2, 10000
37, 2, 0, 9,48, 2, 10000
35, 2, 0, 10,47, 2, 10000
21, 2, 0, 10,33, 2, 10000
35, 2, 0, 10,47, 2, 10000
30, 2, 0, 8,40, 2, 10000
28, 2, 0, 12,42, 2, 10000
28, 2, 0, 8,38, 2, 10000
27, 2, 0, 6,35, 2, 10000
33, 2, 0, 8,43, 2, 10000
22, 2, 0, 4,28, 2, 10000
33, 2, 0, 9,44, 2, 10000
22, 2, 0, 9,33, 2, 10000
23, 2, 0, 4,29, 2, 10000
21, 2, 0, 9,32, 2, 10000
31, 2, 0, 10,43, 2, 10000
29, 2, 0, 3,34, 2, 10000
28, 2, 0, 5,35, 2, 10000
26, 2, 0, 10,38, 2, 10000
24, 2, 0, 18,44, 2, 10000
14, 2, 0, 8,24, 2, 10000
22, 2, 0, 6,30, 2, 10000
28, 2, 0, 10,40, 2, 10000
19, 2, 0, 6,27, 2, 10000
27, 2, 0, 10,39, 2, 10000
37, 2, 0, 5,44, 2, 10000
29, 2, 0, 10,41, 2, 10000
16, 2, 0, 8,26, 2, 10000
24, 2, 0, 7,33, 2, 10000
26, 2, 0, 8,36, 2, 10000
29, 2, 0, 14,45, 2, 10000
24, 2, 0, 11,37, 2, 10000
29, 2, 0, 5,36, 2, 10000
23, 2, 0, 8,33, 2, 10000
21, 2, 0, 9,32, 2, 10000
26, 2, 0, 9,37, 2, 10000
20, 2, 0, 4,26, 2, 10000
35, 2, 0, 9,46, 2, 10000
31, 2, 0, 9,42, 2, 10000
29, 2, 0, 6,37, 2, 10000
26, 2, 0, 8,36, 2, 10000
29, 2, 0, 5,36, 2, 10000
21, 2, 0, 5,28, 2, 10000
22, 2, 0, 2,26, 2, 10000
30, 2, 0, 7,39, 2, 10000
29, 2, 0, 4,35, 2, 10000
24, 2, 0, 8,34, 2, 10000
26, 2, 0, 7,35, 2, 10000
24, 2, 0, 7,33, 2, 10000
30, 2, 0, 4,36, 2, 10000
27, 2, 0, 8,37, 2, 10000
27, 2, 0, 5,34, 2, 10000
25, 2, 0, 9,36, 2, 10000
26, 2, 0, 6,34, 2, 10000
23, 2, 0, 8,33, 2, 10000
20, 2, 0, 7,29, 2, 10000
22, 2, 0, 8,32, 2, 10000
27, 2, 0, 13,42, 2, 10000
31, 2, 0, 7,40, 2, 10000
30, 2, 0, 9,41, 2, 10000
25, 2, 0, 7,34, 2, 10000
23, 2, 0, 8,33, 2, 10000
25, 2, 0, 4,31, 2, 10000
27, 2, 0, 3,32, 2, 10000
26, 2, 0, 7,35, 2, 10000
28, 2, 0, 10,40, 2, 10000
21, 2, 0, 3,26, 2, 10000
33, 2, 0, 9,44, 2, 10000
41, 2, 0, 8,51, 2, 10000
27, 2, 0, 10,39, 2, 10000
25, 2, 0, 6,33, 2, 10000
25, 2, 0, 11,38, 2, 10000
31, 2, 0, 4,37, 2, 10000
33, 2, 0, 6,41, 2, 10000
23, 2, 0, 11,36, 2, 10000
25, 2, 0, 6,33, 2, 10000
31, 2, 0, 9,42, 2, 10000
26, 2, 0, 6,34, 2, 10000
21, 2, 0, 13,36, 2, 10000
30, 2, 0, 13,45, 2, 10000
28, 2, 0, 6,36, 2, 10000
13, 2, 0, 9,24, 2, 10000
27, 2, 0, 3,32, 2, 10000
22, 2, 0, 8,32, 2, 10000
27, 2, 0, 3,32, 2, 10000
20, 2, 0, 11,33, 2, 10000
23, 2, 0, 6,31, 2, 10000
21, 2, 0, 9,32, 2, 10000
19, 2, 0, 6,27, 2, 10000
24, 2, 0, 10,36, 2, 10000
24, 2, 0, 7,33, 2, 10000
32, 2, 0, 10,44, 2, 10000
17, 2, 0, 5,24, 2, 10000
17, 2, 0, 10,29, 2, 10000
36, 2, 0, 9,47, 2, 10000
22, 2, 0, 9,33, 2, 10000
24, 2, 0, 16,42, 2, 10000
21, 2, 0, 4,27, 2, 10000
25, 2, 0, 9,36, 2, 10000
29, 2, 0, 10,41, 2, 10000
24, 2, 0, 3,29, 2, 10000
26, 2, 0, 7,35, 2, 10000
23, 2, 0, 10,35, 2, 10000
28, 2, 0, 13,43, 2, 10000
20, 2, 0, 8,30, 2, 10000
18, 2, 0, 6,26, 2, 10000
25, 2, 0, 4,31, 2, 10000
23, 2, 0, 6,31, 2, 10000
28, 2, 0, 8,38, 2, 10000
23, 2, 0, 10,35, 2, 10000
29, 2, 0, 4,35, 2, 10000
32, 2, 0, 5,39, 2, 10000
17, 2, 0, 4,23, 2, 10000
26, 2, 0, 7,35, 2, 10000
30, 2, 0, 12,44, 2, 10000
23, 2, 0, 7,32, 2, 10000
24, 2, 0, 9,35, 2, 10000
24, 2, 0, 6,32, 2, 10000
24, 2, 0, 7,33, 2, 10000
22, 2, 0, 13,37, 2, 10000
23, 2, 0, 10,35, 2, 10000
26, 2, 0, 3,31, 2, 10000
20, 2, 0, 8,30, 2, 10000
31, 2, 0, 4,37, 2, 10000
22, 2, 0, 11,35, 2, 10000
21, 2, 0, 4,27, 2, 10000
33, 2, 0, 8,43, 2, 10000
29, 2, 0, 3,34, 2, 10000
28, 2, 0, 5,35, 2, 10000
22, 2, 0, 6,30, 2, 10000
24, 2, 0, 10,36, 2, 10000
32, 2, 0, 11,45, 2, 10000
24, 2, 0, 8,34, 2, 10000
25, 2, 0, 11,38, 2, 10000
33, 2, 0, 3,38, 2, 10000
14, 2, 0, 7,23, 2, 10000
27, 2, 0, 9,38, 2, 10000
24, 2, 0, 10,36, 2, 10000
28, 2, 0, 6,36, 2, 10000
27, 2, 0, 6,35, 2, 10000
27, 2, 0, 10,39, 2, 10000
22, 2, 0, 5,29, 2, 10000
30, 2, 0, 6,38, 2, 10000
15, 2, 0, 10,27, 2, 10000
26, 2, 0, 7,35, 2, 10000
23, 2, 0, 8,33, 2, 10000
31, 2, 0, 8,41, 2, 10000
22, 2, 0, 7,31, 2, 10000
26, 2, 0, 6,34, 2, 10000
26, 2, 0, 6,34, 2, 10000
26, 2, 0, 14,42, 2, 10000
18, 2, 0, 3,23, 2, 10000
31, 2, 0, 4,37, 2, 10000
35, 2, 0, 11,48, 2, 10000
30, 2, 0, 13,45, 2, 10000
29, 2, 0, 6,37, 2, 10000
13, 2, 0, 13,28, 2, 10000
22, 2, 0, 4,28, 2, 10000
20, 2, 0, 6,28, 2, 10000
31, 2, 0, 5,38, 2, 10000
26, 2, 0, 8,36, 2, 10000
25, 2, 0, 6,33, 2, 10000
32, 2, 0, 10,44, 2, 10000
32, 2, 0, 7,41, 2, 10000
25, 2, 0, 6,33, 2, 10000
10, 2, 0, 6,18, 2, 10000
17, 2, 0, 6,25, 2, 10000
22, 2, 0, 11,35, 2, 10000
26, 2, 0, 10,38, 2, 10000
29, 2, 0, 5,36, 2, 10000
28, 2, 0, 5,35, 2, 10000
21, 2, 0, 4,27, 2, 10000
22, 2, 0, 7,31, 2, 10000
39, 2, 0, 7,48, 2, 10000
18, 2, 0, 10,30, 2, 10000
29, 2, 0, 6,37, 2, 10000
17, 2, 0, 6,25, 2, 10000
23, 2, 0, 5,30, 2, 10000
19, 2, 0, 8,29, 2, 10000
21, 2, 0, 4,27, 2, 10000
29, 2, 0, 5,36, 2, 10000
23, 2, 0, 6,31, 2, 10000
25, 2, 0, 9,36, 2, 10000
37, 2, 0, 14,53, 2, 10000
31, 2, 0, 11,44, 2, 10000
25, 2, 0, 9,36, 2, 10000
17, 2, 0, 7,26, 2, 10000
29, 2, 0, 5,36, 2, 10000
19, 2, 0, 5,26, 2, 10000
22, 2, 0, 3,27, 2, 10000
24, 2, 0, 7,33, 2, 10000
15, 2, 0, 12,29, 2, 10000
27, 2, 0, 5,34, 2, 10000
27, 2, 0, 9,38, 2, 10000
16, 2, 0, 4,22, 2, 10000
26, 2, 0, 11,39, 2, 10000
23, 2, 0, 12,37, 2, 10000
20, 2, 0, 5,27, 2, 10000
28, 2, 0, 5,35, 2, 10000
26, 2, 0, 10,38, 2, 10000
26, 2, 0, 7,35, 2, 10000
22, 2, 0, 4,28, 2, 10000
23, 2, 0, 6,31, 2, 10000
23, 2, 0, 9,34, 2, 10000
22, 2, 0, 7,31, 2, 10000
24, 2, 0, 6,32, 2, 10000
36, 2, 0, 10,48, 2, 10000
16, 2, 0, 4,22, 2, 10000
30, 2, 0, 7,39, 2, 10000
18, 2, 0, 11,31, 2, 10000
15, 2, 0, 9,26, 2, 10000
29, 2, 0, 7,38, 2, 10000
29, 2, 0, 11,42, 2, 10000
23, 2, 0, 5,30, 2, 10000
26, 2, 0, 5,33, 2, 10000
24, 2, 0, 2,28, 2, 10000
25, 2, 0, 10,37, 2, 10000
16, 2, 0, 7,25, 2, 10000
16, 2, 0, 6,24, 2, 10000
20, 2, 0, 7,29, 2, 10000
29, 2, 0, 6,37, 2, 10000
22, 2, 0, 7,31, 2, 10000
30, 2, 0, 7,39, 2, 10000
23, 2, 0, 11,36, 2, 10000
20, 2, 0, 13,35, 2, 10000
22, 2, 0, 6,30, 2, 10000
28, 2, 0, 6,36, 2, 10000
20, 2, 0, 3,25, 2, 10000
19, 2, 0, 9,30, 2, 10000
26, 2, 0, 9,37, 2, 10000
39, 2, 0, 7,48, 2, 10000
30, 2, 0, 5,37, 2, 10000
22, 2, 0, 5,29, 2, 10000
37, 2, 0, 7,46, 2, 10000
20, 2, 0, 6,28, 2, 10000
22, 2, 0, 12,36, 2, 10000
29, 2, 0, 8,39, 2, 10000
21, 2, 0, 9,32, 2, 10000
27, 2, 0, 10,39, 2, 10000
16, 2, 0, 7,25, 2, 10000
16, 2, 0, 4,22, 2, 10000
18, 2, 0, 7,27, 2, 10000
20, 2, 0, 7,29, 2, 10000
22, 2, 0, 9,33, 2, 10000
24, 2, 0, 5,31, 2, 10000
19, 2, 0, 15,36, 2, 10000
22, 2, 0, 6,30, 2, 10000
24, 2, 0, 5,31, 2, 10000
30, 2, 0, 3,35, 2, 10000
10, 2, 0, 9,21, 2, 10000
30, 2, 0, 3,35, 2, 10000
21, 2, 0, 5,28, 2, 10000
37, 2, 0, 4,43, 2, 10000
16, 2, 0, 10,28, 2, 10000
24, 2, 0, 7,33, 2, 10000
26, 2, 0, 7,35, 2, 10000
21, 2, 0, 2,25, 2, 10000
24, 2, 0, 7,33, 2, 10000
25, 2, 0, 8,35, 2, 10000
38, 2, 0, 2,42, 2, 10000
17, 2, 0, 12,31, 2, 10000
24, 2, 0, 6,32, 2, 10000
23, 2, 0, 7,32, 2, 10000
19, 2, 0, 7,28, 2, 10000
31, 2, 0, 9,42, 2, 10000
24, 2, 0, 3,29, 2, 10000
30, 2, 0, 7,39, 2, 10000
30, 2, 0, 5,37, 2, 10000
23, 2, 0, 8,33, 2, 10000
32, 2, 0, 3,37, 2, 10000
17, 2, 0, 4,23, 2, 10000
29, 2, 0, 5,36, 2, 10000
26, 2, 0, 7,35, 2, 10000
21, 2, 0, 4,27, 2, 10000
19, 2, 0, 5,26, 2, 10000
17, 2, 0, 8,27, 2, 10000
22, 2, 0, 8,32, 2, 10000
